objetID,dateReferentiel,route,longueur,prD,depPrD,concessionPrD,absD,cumulD,x_debut,y_debut,zD,prF,depPrF,concessionPrF,absF,cumulF,xF,yF,zF,cote,voie,accrochage,anneeMesureTrafic,typeComptageTrafic,typeComptageTrafic_lib,trafic_moyen_journalier,ratio_PL
Asf_31,01/01/2019,A0020,1725,418,82,C,850,416659,"569288,7","6323812,6",0,420,82,C,575,418384,"567761,31","6323109,97",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,57966.0,"7,46"
Asf_32,01/01/2019,A0020,1275,420,82,C,575,418384,"567761,31","6323109,97",0,421,82,C,850,419659,"566589,71","6322637,6",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,63957.0,"7,36"
Asf_34,01/01/2019,A0020,5575,422,82,C,200,420009,"566475,81","6322311,06",0,427,82,C,775,425584,"565201,01","6316885,61",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,48294.0,"9,52"
Asf_35,01/01/2019,A0020,1564,427,82,C,775,425584,"565201,01","6316885,61",0,429,82,C,339,427148,"564840,01","6315369,93",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,46536.0,"8,54"
Sanef_41,01/01/2019,A0026,18380,0,62,C,0,0,"623009,09","7093858,59",0,18,62,C,380,18380,"633766,43","7080903,97",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,12590.0,"18,99"
Sanef_42,01/01/2019,A0026,13976,18,62,C,380,18380,"633766,43","7080903,97",0,32,62,C,356,32356,"641206,5","7069706,61",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,10972.0,"19,93"
Sanef_43,01/01/2019,A0026,8244,32,62,C,356,32356,"641206,5","7069706,61",0,40,62,C,600,40600,"646976,83","7064011,58",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,15454.0,"19,95"
Sanef_44,01/01/2019,A0026,21072,40,62,C,600,40600,"646976,83","7064011,58",0,61,62,C,672,61672,"661872,55","7050356,65",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,18734.0,"19,53"
Sanef_45,01/01/2019,A0026,11940,61,62,C,672,61672,"661872,55","7050356,65",0,73,62,C,612,73612,"672570,43","7045946,93",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,23079.0,"17,98"
Sanef_46,01/01/2019,A0026,5588,73,62,C,612,73612,"672570,43","7045946,93",0,79,62,C,200,79200,"677602,73","7043749,91",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,27125.0,"16,2"
Sanef_47,01/01/2019,A0026,5842,79,62,C,200,79200,"677602,73","7043749,91",0,85,62,C,42,85042,"678857,01","7038132,38",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,27486.0,"16,16"
Sanef_48,01/01/2019,A0026,12450,85,62,C,42,85042,"678857,01","7038132,38",0,97,62,C,492,97492,685094,"7027706,29",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,19623.0,"17,37"
Sanef_49,01/01/2019,A0026,8783,97,62,C,492,97492,685094,"7027706,29",0,106,62,C,275,106275,"692841,7","7024116,68",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,17630.0,"20,31"
Sanef_50,01/01/2019,A0026,20085,106,62,C,275,106275,"692841,7","7024116,68",0,126,62,C,360,126360,"707449,43","7011145,07",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,18593.0,"20,34"
Sanef_51,01/01/2019,A0026,3872,126,62,C,360,126360,"707449,43","7011145,07",0,130,62,C,232,130232,"707418,66","7007299,27",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,17425.0,"21,28"
abH8Fdh_section1_Sanef_51,01/01/2019,A0026,639,130,62,C,232,130232,"707418,66","7007299,27",0,130,62,C,871,130871,"707661,13","7006728,69",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,17425.0,"21,28"
abH8Fdh_section2_Sanef_51,01/01/2019,A0026,373,130,62,C,871,130871,"707661,13","7006728,69",0,131,62,C,244,131244,"707850,57","7006404,45",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,17425.0,"21,28"
abH8Fdh_section3_Sanef_51,01/01/2019,A0026,190,131,62,C,244,131244,"707850,57","7006404,45",0,131,62,C,434,131434,"707958,64","7006246,43",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,17425.0,"21,28"
abH8Fdh_section4_Sanef_51,01/01/2019,A0026,195,131,62,C,434,131434,"707958,64","7006246,43",0,131,62,C,629,131629,"708088,5","7006074,79",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,17425.0,"21,28"
abH8Fdh_section5_Sanef_51,01/01/2019,A0026,1316,131,62,C,629,131629,"708088,5","7006074,79",0,132,59,C,945,132945,"709031,04","7005173,65",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,17425.0,"21,28"
abH8Fdh_section6_Sanef_51,01/01/2019,A0026,93,132,59,C,945,132945,"709031,04","7005173,65",0,133,62,C,38,133038,"709085,04","7005129,15",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,17425.0,"21,28"
Sanef_52,01/01/2019,A0026,628,133,62,C,38,133038,"709085,04","7005129,15",0,133,62,C,666,133666,"709546,26","7004743,8",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,20577.0,"22,96"
abH8Fdh_section1_Sanef_52,01/01/2019,A0026,8703,133,62,C,666,133666,"709546,26","7004743,8",0,142,59,C,369,142369,"712702,17","6996747,61",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,20577.0,"22,96"
Sanef_53,01/01/2019,A0026,6486,142,59,C,369,142369,"712702,17","6996747,61",0,148,59,C,855,148855,"712407,23","6990310,04",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,19296.0,"23,25"
abH8Fdh_section1_Sanef_53,01/01/2019,A0026,2836,148,59,C,855,148855,"712407,23","6990310,04",0,151,2,C,691,151691,"713537,94","6987727,36",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,19296.0,"23,25"
abH8Fdh_section2_Sanef_53,01/01/2019,A0026,1208,151,2,C,691,151691,"713537,94","6987727,36",0,152,80,C,899,152899,"713812,97","6986539,73",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,19296.0,"23,25"
abH8Fdh_section3_Sanef_53,01/01/2019,A0026,14168,152,80,C,899,152899,"713812,97","6986539,73",0,167,2,C,67,167067,"717013,45","6973847,32",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,19296.0,"23,25"
Sanef_54,01/01/2019,A0026,1933,167,2,C,67,167067,"717013,45","6973847,32",0,169,2,C,0,169000,"716912,9","6971945,84",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,19681.0,"22,75"
Sanef_55,01/01/2019,A0026,6573,169,2,C,0,169000,"716912,9","6971945,84",0,175,2,C,573,175573,"721442,18","6967714,97",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,23677.0,"21,55"
Sanef_56,01/01/2019,A0026,18467,175,2,C,573,175573,"721442,18","6967714,97",0,194,2,C,40,194040,"733950,01","6954475,35",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,20519.0,"21,44"
Sanef_57,01/01/2019,A0026,16408,194,2,C,40,194040,"733950,01","6954475,35",0,210,2,C,448,210448,"747418,84","6945591,12",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,20730.0,"21,3"
Sanef_58,01/01/2019,A0026,30476,210,2,C,448,210448,"747418,84","6945591,12",0,240,2,C,924,240924,"767544,2","6926093,56",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,19764.0,"21,74"
Sanef_59,01/01/2019,A0026,4512,240,2,C,924,240924,"767544,2","6926093,56",0,245,2,C,436,245436,"768416,68","6921734,82",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,20126.0,"21,23"
abH8Fdh_section1_Sanef_59,01/01/2019,A0026,10993,245,2,C,436,245436,"768416,68","6921734,82",0,256,51,C,429,256429,"772418,93","6911653,99",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,20126.0,"21,23"
Sanef_60,01/01/2019,A0026,2115,256,51,C,429,256429,"772418,93","6911653,99",0,258,51,C,544,258544,"771275,44","6909940,36",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,22159.0,"21,31"
Sanef_61,01/01/2019,A0026,4552,258,51,C,544,258544,"771275,44","6909940,36",0,298,51,C,0,263096,"793990,71","6884547,85",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,34170.0,"16,29"
Sanef_62,01/01/2019,A0026,9793,298,51,C,0,263096,"793990,71","6884547,85",0,307,51,C,793,272889,"793986,02","6875251,12",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,18804.0,"18,61"
Sanef_63,01/01/2019,A0026,7170,307,51,C,793,272889,"793986,02","6875251,12",0,314,51,C,963,280059,"794134,6","6868184,93",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,17731.0,"18,17"
Sanef_64,01/01/2019,A0026,16837,314,51,C,963,280059,"794134,6","6868184,93",0,331,51,C,800,296896,"791429,73","6852371,82",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,17931.0,"16,62"
Sanef_65,01/01/2019,A0026,4418,331,51,C,800,296896,"791429,73","6852371,82",0,336,51,C,218,301314,"789919,57","6848314,57",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,17861.0,"16,34"
Sanef_66,01/01/2019,A0026,3000,336,51,C,218,301314,"789919,57","6848314,57",0,339,51,C,218,304314,"788723,11","6845594,25",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,17996.0,"16,35"
abH8Fdh_section1_Sanef_66,01/01/2019,A0026,21285,339,51,C,218,304314,"788723,11","6845594,25",0,360,10,C,503,325599,"787099,97","6825643,41",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,17996.0,"16,35"
Sanef_67,01/01/2019,A0026,12840,360,10,C,503,325599,"787099,97","6825643,41",0,373,10,C,343,338439,"784805,83","6813178,37",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,17689.0,"16,49"
Aprr_11,01/01/2019,A0026,14031,373,10,C,343,338439,"784805,83","6813178,37",0,387,10,C,142,352470,"786445,03","6799656,62",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,14104.0,"16,98"
Aprr_12,01/01/2019,A0026,7123,387,10,C,142,352470,"786445,03","6799656,62",0,394,10,C,267,359593,"787601,97","6792753,88",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,15282.0,"16,78"
TMJ19_290,01/01/2019,A0028,11574,17,80,N,42,17337,"607862,22","6991698,88",0,29,76,N,0,28911,"602472,41","6982165,61",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,12107.0,
TMJ19_291,01/01/2019,A0028,14936,29,76,N,0,28911,"602472,41","6982165,61",0,43,76,N,900,43847,"593872,71","6971267,32",0,I,0,ACCROCHE,2019.0,8.0,Temporaire journalier,14298.0,
TMJ19_292,01/01/2019,A0028,11148,43,76,N,900,43847,"593872,71","6971267,32",0,55,76,N,0,54995,"590186,64","6962000,35",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,13308.0,285
TMJ19_293,01/01/2019,A0028,5019,55,76,N,0,54995,"590186,64","6962000,35",0,60,76,N,0,60014,"586504,08","6959020,52",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,27063.0,277
TMJ19_295,01/01/2019,A0028,9550,65,76,N,450,65464,"581751,04","6956736,59",0,75,76,N,0,75014,"574665,95","6951275,15",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,30901.0,230
TMJ19_298,01/01/2019,A0028,"13767,9",83,76,N,650,83664,"575161,12","6942898,62",0,97,76,N,"357,9","97431,9","565662,65","6933861,58",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,28133.0,169
TMJ19_299,01/01/2019,A0028,"0,1",97,76,N,"357,9","97431,9","565662,65","6933861,58",0,97,76,N,358,97432,"565662,56","6933861,55",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,28133.0,169
Cofi_48,01/01/2019,A0028,13189,35,37,C,0,115532,"519282,57","6720027,83",0,48,37,C,189,128721,"511104,39","6730111,09",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,11472.0,"15,62"
FWkly4p_section1_Cofi_48,01/01/2019,A0028,604,48,37,C,189,128721,"511104,39","6730111,09",0,48,37,C,793,129325,"510555,5","6730401,88",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,11472.0,"15,62"
FWkly4p_section2_Cofi_48,01/01/2019,A0028,233,48,37,C,793,129325,"510555,5","6730401,88",0,49,37,C,26,129558,"510379,17","6730483,37",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,11472.0,"15,62"
FWkly4p_section3_Cofi_48,01/01/2019,A0028,10674,49,37,C,26,129558,"510379,17","6730483,37",0,59,72,C,700,140232,"502260,52","6735441,11",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,11472.0,"15,62"
Cofi_49,01/01/2019,A0028,15896,59,72,C,700,140232,"502260,52","6735441,11",0,75,72,C,596,156128,"498522,46","6750223,58",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,11917.0,"15,34"
Cofi_50,01/01/2019,A0028,15524,75,72,C,596,156128,"498522,46","6750223,58",0,91,72,C,172,171652,"500394,8","6765043,05",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,12226.0,"15,72"
Cofi_51,01/01/2019,A0028,5351,91,72,C,172,171652,"500394,8","6765043,05",0,96,72,C,532,177003,"499778,15","6770117,73",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,11678.0,"15,02"
Cofi_52,01/01/2019,A0028,6528,96,72,C,532,177003,"499778,15","6770117,73",0,112,72,C,0,183531,"489746,18","6776660,48",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,14001.0,"21,57"
Cofi_53,01/01/2019,A0028,16995,112,72,C,0,183531,"489746,18","6776660,48",0,128,72,C,969,200526,"489929,31","6791961,54",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,14507.0,"17,68"
Cofi_54,01/01/2019,A0028,13973,128,72,C,969,200526,"489929,31","6791961,54",0,142,72,C,926,214499,"487798,41","6805343,83",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,14052.0,"17,88"
Cofi_55,01/01/2019,A0028,10373,142,72,C,926,214499,"487798,41","6805343,83",0,153,72,C,286,224872,"486186,06","6814529,89",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,13796.0,"18,28"
Cofi_56,01/01/2019,A0028,5196,153,72,C,286,224872,"486186,06","6814529,89",0,158,72,C,470,230068,"488201,92","6819019,55",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,12693.0,"22,76"
FWkly4p_section1_Cofi_56,01/01/2019,A0028,1987,158,72,C,470,230068,"488201,92","6819019,55",0,160,61,C,452,232055,"487881,93","6820985,91",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,12693.0,"22,76"
Alis_1,01/01/2019,A0028,21009,161,61,C,0,232603,"487589,27","6821446,19",0,182,61,C,9,253612,"493451,23","6840310,87",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,12589.0,"17,09"
Alis_2,01/01/2019,A0028,18414,182,61,C,9,253612,"493451,23","6840310,87",0,200,61,C,423,272026,"501965,13","6855956,45",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,8490.0,"19,21"
Alis_3,01/01/2019,A0028,16758,200,61,C,423,272026,"501965,13","6855956,45",0,217,61,C,181,288784,"509429,31","6870492,78",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,8508.0,"22,49"
FWkly4p_section1_Alis_3,01/01/2019,A0028,12770,217,61,C,181,288784,"509429,31","6870492,78",0,229,27,C,951,301554,"513215,73","6882426,08",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,8508.0,"22,49"
FWkly4p_section2_Alis_3,01/01/2019,A0028,520,229,27,C,951,301554,"513215,73","6882426,08",0,230,14,C,471,302074,"513169,44","6882938,29",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,8508.0,"22,49"
FWkly4p_section3_Alis_3,01/01/2019,A0028,1738,230,14,C,471,302074,"513169,44","6882938,29",0,232,27,C,209,303812,"513069,19","6884647,89",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,8508.0,"22,49"
Alis_4,01/01/2019,A0028,16522,232,27,C,209,303812,"513069,19","6884647,89",0,248,27,C,731,320334,"523428,26","6896168,55",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,8317.0,"22,17"
Alis_5,01/01/2019,A0028,22250,248,27,C,731,320334,"523428,26","6896168,55",0,270,27,C,981,342584,"537993,14","6907512,4",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,8084.0,"17,3"
Alis_6,01/01/2019,A0028,14919,270,27,C,981,342584,"537993,14","6907512,4",0,285,27,C,900,357503,"542423,29","6920442,07",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,8557.0,"16,16"
Sapn_43,01/01/2019,A0029,395,0,27,C,0,0,"504700,16","6916582,21",0,0,27,C,395,395,"504449,17","6916825,16",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,10882.0,"19,31"
TuAT2Wi_section1_Sapn_43,01/01/2019,A0029,10098,0,27,C,395,395,"504449,17","6916825,16",0,10,14,C,493,10493,"498419,45","6922530,59",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,10882.0,"19,31"
Sapn_44,01/01/2019,A0029,2946,10,14,C,493,10493,"498419,45","6922530,59",0,13,14,C,439,13439,"500576,7","6924502,76",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,11173.0,"20,32"
Sapn_45,01/01/2019,A0029,3281,13,14,C,439,13439,"500576,7","6924502,76",0,16,14,C,720,16720,"501897,76","6927171,49",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,13999.0,"18,43"
TuAT2Wi_section1_Sapn_45,01/01/2019,A0029,65,16,14,C,720,16720,"501843,56","6934333,51",0,24,76,C,0,16785,"501782,87","6934454,49",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,13999.0,"18,43"
Sapn_46,01/01/2019,A0029,1885,24,76,C,0,16785,"501782,87","6934454,49",0,25,76,C,885,18670,"501941,34","6936280,78",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,22892.0,"19,19"
Sapn_47,01/01/2019,A0029,8551,25,76,C,885,18670,"501941,34","6936280,78",0,34,76,C,436,27221,"507236,87","6942692,24",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,17374.0,"14,35"
Sapn_48,01/01/2019,A0029,8730,34,76,C,436,27221,"507236,87","6942692,24",0,43,76,C,166,35951,"514659,15","6945518,72",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,16527.0,"14,73"
Sapn_49,01/01/2019,A0029,16868,43,76,C,166,35951,"514659,15","6945518,72",0,60,76,C,34,52819,"529849,59","6950442,45",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,16296.0,"15,38"
Sapn_50,01/01/2019,A0029,8901,60,76,C,34,52819,"529849,59","6950442,45",0,68,76,C,935,61720,"538583,55","6951754,49",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,18829.0,"16,33"
Sapn_51,01/01/2019,A0029,6264,68,76,C,935,61720,"538583,55","6951754,49",0,75,76,C,199,67984,"544345,95","6952454,61",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,12279.0,"20,91"
Sapn_52,01/01/2019,A0029,16113,75,76,C,199,67984,"544345,95","6952454,61",0,91,76,C,312,84097,"559328,29","6950506,52",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,12888.0,"20,59"
Sapn_53,01/01/2019,A0029,16404,91,76,C,312,84097,"559328,29","6950506,52",0,107,76,C,716,100501,"575061,58","6951982,54",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,12561.0,"25,08"
Sanef_68,01/01/2019,A0029,3560,127,76,C,0,100501,"590781,05","6963092,8",0,130,76,C,560,104061,"593968,96","6961567,78",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,13380.0,"20,5"
Sanef_69,01/01/2019,A0029,12900,130,76,C,560,104061,"593968,96","6961567,78",0,143,76,C,460,116961,"606000,98","6962667,62",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,13641.0,"19,78"
Sanef_70,01/01/2019,A0029,5710,143,76,C,460,116961,"606000,98","6962667,62",0,149,76,C,170,122671,"610514,17","6965685,5",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,13409.0,"19,79"
TuAT2Wi_section1_Sanef_70,01/01/2019,A0029,16300,149,76,C,170,122671,"610514,17","6965685,5",0,165,80,C,470,138971,"625965,52","6968418,16",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,13409.0,"19,79"
Sanef_71,01/01/2019,A0029,19930,165,80,C,470,138971,"625965,52","6968418,16",0,185,80,C,400,158901,"643623,84","6975225,52",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,14267.0,"19,21"
Sanef_72,01/01/2019,A0029,5165,189,80,C,0,158901,"645257,84","6972372,31",0,194,80,C,165,164066,"650040,3","6973581,82",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,23399.0,"13,65"
Sanef_73,01/01/2019,A0029,6838,194,80,C,165,164066,"650040,3","6973581,82",0,201,80,C,3,170904,"655918,32","6973634,1",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,47589.0,"8,3"
Sanef_74,01/01/2019,A0029,9585,201,80,C,3,170904,"655918,32","6973634,1",0,210,80,C,588,180489,"665387,75","6972900,07",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,22529.0,"14,52"
Sanef_75,01/01/2019,A0029,21888,210,80,C,588,180489,"665387,75","6972900,07",0,232,80,C,476,202377,686569,"6972361,72",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,22897.0,"14,54"
Sanef_76,01/01/2019,A0029,12761,232,80,C,476,202377,686569,"6972361,72",0,245,80,C,237,215138,"699112,9","6970994,64",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,8743.0,"9,99"
Sanef_77,01/01/2019,A0029,5015,245,80,C,237,215138,"699112,9","6970994,64",0,250,80,C,252,220153,"703990,86","6970361,16",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,8146.0,"10,24"
TuAT2Wi_section1_Sanef_77,01/01/2019,A0029,423,250,80,C,252,220153,"703990,86","6970361,16",0,250,80,C,675,220576,"704372,67","6970515,75",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,8146.0,"10,24"
TuAT2Wi_section2_Sanef_77,01/01/2019,A0029,462,250,80,C,675,220576,"704372,67","6970515,75",0,251,80,C,137,221038,"704759,5","6970744,27",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,8146.0,"10,24"
TuAT2Wi_section3_Sanef_77,01/01/2019,A0029,751,251,80,C,137,221038,"704759,5","6970744,27",0,251,80,C,888,221789,"705430,89","6971162,49",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,8146.0,"10,24"
TuAT2Wi_section4_Sanef_77,01/01/2019,A0029,198,251,80,C,888,221789,"705430,89","6971162,49",0,252,80,C,86,221987,"705568,63","6971247,58",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,8146.0,"10,24"
TuAT2Wi_section5_Sanef_77,01/01/2019,A0029,56,252,80,C,86,221987,"705568,63","6971247,58",0,252,80,C,142,222043,"705616,95","6971276,46",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,8146.0,"10,24"
TuAT2Wi_section6_Sanef_77,01/01/2019,A0029,630,252,80,C,142,222043,"705616,95","6971276,46",0,252,80,C,772,222673,"706166,65","6971617,34",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,8146.0,"10,24"
TuAT2Wi_section7_Sanef_77,01/01/2019,A0029,11108,252,80,C,772,222673,"706166,65","6971617,34",0,263,2,C,880,233781,"716917,44","6971911,3",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,8146.0,"10,24"
TMJ19_301,01/01/2019,A0030,3771,0,57,N,934,934,"930411,79","6915046,02",0,4,57,N,800,4705,"926959,62","6916495,98",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,37793.0,110
TMJ19_302,01/01/2019,A0030,1348,4,57,N,800,4705,"926959,62","6916495,98",0,6,57,N,7,6053,"925684,65","6916870,12",0,I,0,ACCROCHE,2019.0,8.0,Temporaire journalier,32821.0,
TMJ19_303,01/01/2019,A0030,2233,6,57,N,7,6053,"925684,65","6916870,12",0,8,57,N,234,8286,"923614,07","6917584,36",0,I,0,ACCROCHE,2019.0,8.0,Temporaire journalier,51175.0,
TMJ19_304,01/01/2019,A0030,2340,8,57,N,234,8286,"923614,07","6917584,36",0,10,57,N,580,10626,"921849,81","6918941,13",0,I,0,ACCROCHE,2019.0,8.0,Temporaire journalier,34688.0,
TMJ19_305,01/01/2019,A0030,1420,10,57,N,580,10626,"921849,81","6918941,13",0,12,57,N,0,12046,"920581,49","6918414,42",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,24310.0,162
TMJ19_307,01/01/2019,A0030,8402,17,57,N,847,17893,"916617,76","6921862,91",0,26,57,N,429,26295,"911771,96","6927917,52",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,26639.0,132
Aprr_13,01/01/2019,A0031,5526,0,21,C,0,0,"841968,58","6659194,99",0,5,21,C,246,5526,"844719,95","6663545,67",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,52751.0,"19,07"
Aprr_14,01/01/2019,A0031,8825,5,21,C,246,5526,"844719,95","6663545,67",0,14,21,C,70,14351,"849130,86","6671143,18",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,40075.0,"17,47"
Aprr_15,01/01/2019,A0031,13656,14,21,C,70,14351,"849130,86","6671143,18",0,27,21,C,735,28007,"852976,9","6683636,27",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,40408.0,"17,01"
Aprr_16,01/01/2019,A0031,11498,27,21,C,735,28007,"852976,9","6683636,27",0,38,21,C,946,39505,"862234,58","6688296,07",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,21110.0,"24,84"
Aprr_17,01/01/2019,A0031,8425,38,21,C,946,39505,"862234,58","6688296,07",0,47,21,C,369,47930,"863366,21","6696086,11",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,30067.0,"23,65"
Aprr_18,01/01/2019,A0031,22833,47,21,C,369,47930,"863366,21","6696086,11",0,70,21,C,213,70763,"865372,45","6717942,09",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,32355.0,"22,51"
Aprr_19,01/01/2019,A0031,13169,70,21,C,213,70763,"865372,45","6717942,09",0,83,21,C,383,83932,"863451,74","6730072,78",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,32943.0,"22,51"
l6BUVjX_section1_Aprr_19,01/01/2019,A0031,1583,83,21,C,383,83932,"863451,74","6730072,78",0,84,52,C,965,85515,"863186,61","6731619,58",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,32943.0,"22,51"
l6BUVjX_section2_Aprr_19,01/01/2019,A0031,448,84,52,C,965,85515,"863186,61","6731619,58",0,85,21,C,415,85963,"863185,48","6732071,92",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,32943.0,"22,51"
l6BUVjX_section3_Aprr_19,01/01/2019,A0031,784,85,21,C,415,85963,"863185,48","6732071,92",0,86,52,C,200,86747,"863282,12","6732855,03",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,32943.0,"22,51"
l6BUVjX_section4_Aprr_19,01/01/2019,A0031,584,86,52,C,200,86747,"863282,12","6732855,03",0,86,52,C,784,87331,"863431,6","6733413,45",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,32943.0,"22,51"
